SSC_CODE_2016,Suburb,Suburb (Original),Postcode,Suburb sqkm,Median Age (Persons),Median Mortgage Repayments (Monthly),Median Total Personal Income (Weekly),Median Rent (Weekly),Median Total Family Income (Weekly),Average Number of Persons per Bedroom,Median Total Household Income (Weekly),Average Household Size,People (0-14 year),People (15-24 year),People (25-34 year),People (35-44 year),People (45-54 year),People (55-64 year),People (65-74 year),People (75-84 year),People (85 and over year),Total Number of People,Unemployment Rate (%)
SSC50943,Millendon,Millendon,6056,6.9182,46,1900,620,325,1895,0.8,2013,3,70,84,40,50,92,78,57,26,12,509,9
SSC50944,Mills Lake,Mills Lake,6336,360.6037,45,0,949,0,2750,0,2749,1.7,7,5,7,3,13,5,4,0,0,44,0
SSC50945,Millstream,Millstream (WA),6716,2795.2872,27,0,1333,140,0,1,1416,2,3,3,11,11,25,32,24,3,0,112,0
SSC50946,Milo,Milo,6525,183.3933,36,0,774,0,0,0,2166,0,4,0,0,4,0,0,0,0,0,8,0
SSC50947,Milpara,Milpara,6330,2.1219,47,1700,565,300,1449,0.7,1145,2.5,155,83,76,78,119,149,104,47,15,826,6.9
SSC50948,Mimegarra,Mimegarra,6507,308.6898,27,0,880,0,0,0,0,4,3,3,9,3,0,0,0,0,0,18,0
SSC50949,Mindarabin,Mindarabin,6336,550.8532,40,0,900,55,1625,0.6,1312,1.9,15,3,8,8,9,12,8,0,0,63,0
SSC50950,Mindarie,Mindarie (WA),6030,4.8218,42,2383,772,520,2412,0.8,2268,3,1413,1240,411,970,1522,815,546,288,121,7326,8.6
SSC50951,Mindarra,Mindarra,6503,221.5758,38,2017,883,0,1625,0,1625,2,14,0,0,7,9,6,4,3,0,43,0
SSC50952,Minding,Minding,6315,148.9434,35,0,687,0,1875,0.6,1625,2.2,12,0,7,3,3,8,3,0,0,36,0
SSC50953,Mingenew,Mingenew,6522,5.7448,50,1127,568,110,1218,0.7,1034,2,40,22,45,31,52,87,63,36,4,380,7.4
SSC50954,Minigin,Minigin,6312,222.4851,37,0,1062,200,1916,0.5,1583,2,14,6,4,15,5,11,3,3,0,61,0
SSC50955,Minilya,Minilya,6701,8873.7052,43,0,949,0,0,0,0,2,3,8,3,8,8,6,13,4,0,53,0
SSC50956,Minnenooka,Minnenooka,6532,108.3661,31,2000,710,0,2083,1,2083,3.3,14,6,5,4,4,3,3,0,0,39,0
SSC50957,Minnivale,Minnivale,6462,261.003,48,0,725,0,1375,0.4,1083,1.7,6,9,0,0,9,4,5,5,0,38,0
SSC50958,Minyirr,Minyirr,6725,10.5752,52,0,850,285,1656,1,1187,2,15,13,37,27,34,56,77,16,4,279,0
SSC50959,Mira Mar,Mira Mar,6330,1.5027,43,1600,692,290,1820,0.7,1203,2.2,281,221,173,210,226,215,166,111,41,1644,4.7
SSC50960,Mirrabooka,Mirrabooka (WA),6061,4.9904,32,1600,433,300,1192,1,1094,3.2,1962,1202,1211,1011,1034,868,533,204,63,8088,14.1
SSC50961,Mitchell Plateau,Mitchell Plateau,6740,10625.3036,30,0,239,0,0,0,0,1,39,11,29,29,48,47,44,14,0,261,0
SSC50962,Mobrup,Mobrup,6395,318.5556,49,0,599,0,1125,0.6,924,2,5,7,3,3,10,5,0,0,0,33,0
SSC50963,Mocardy,Mocardy,6603,473.6945,40,0,820,110,1625,0.7,1312,2.8,25,11,7,15,17,6,7,4,0,92,10.6
SSC50964,Mogumber,Mogumber,6506,250.2769,50,867,550,175,1375,0.7,1312,1.9,5,3,10,3,10,10,11,7,0,59,0
SSC50965,Mokine,Mokine,6401,52.8284,50,1741,519,216,1281,0.7,974,2.6,37,17,12,31,27,34,36,11,3,208,4.4
SSC50966,Mokup,Mokup,6394,282.0173,47,0,518,0,1125,0.6,725,1.9,6,3,7,5,9,12,5,0,0,47,0
SSC50967,Mollerin,Mollerin,6475,798.4453,34,0,575,0,2750,0.7,1687,3.5,9,0,0,3,6,3,0,0,0,21,0
SSC50968,Molloy Island,Molloy Island,6290,2.8556,63,618,494,250,1166,0.6,824,1.7,4,0,3,0,15,32,26,14,3,97,12.1
SSC50969,Monjebup,Monjebup,6338,188.5964,39,0,1062,0,2625,0.5,2625,2,4,0,0,0,4,5,3,0,0,16,0
SSC50970,Monjingup,Monjingup,6450,184.2943,45,2000,672,250,1656,0.7,1631,2.8,77,56,22,43,98,60,42,19,4,421,4.4
SSC50971,Moodiarrup,Moodiarrup,6393,156.4857,53,0,466,30,1125,0.5,900,1.9,6,3,3,4,10,12,9,0,0,47,10
SSC50972,Moojebing,Moojebing,6317,102.9275,31,1133,593,0,1625,1,1125,2.8,12,5,6,12,3,5,0,0,0,43,0
SSC50973,Mooliabeenee,Mooliabeenee,6504,106.523,54,2200,456,300,1125,0.7,939,2.4,16,14,17,7,26,28,24,17,0,149,3.9
SSC50974,Moondah,Moondah,6503,40.6956,35,0,575,0,1125,1.4,1166,2.2,14,4,3,3,3,3,3,0,0,33,0
SSC50975,Moondyne,Moondyne,6567,161.3124,58,1679,510,0,900,0.6,849,2,3,7,3,0,9,12,7,3,0,44,0
SSC50976,Moonies Hill,Moonies Hill,6320,187.7519,42,0,924,0,1875,0.8,1562,0,6,0,3,4,5,4,0,0,0,22,0
SSC50977,Moonyoonooka,Moonyoonooka,6532,158.7072,43,1950,725,73,1821,0.8,1531,2.8,47,31,17,32,45,41,12,4,3,232,3.8
SSC50978,Moora,Moora (WA),6510,360.9622,41,1114,659,200,1663,0.7,1315,2.4,355,215,207,217,231,257,201,87,48,1818,6.2
SSC50979,Moore River National Park,Moore River National Park,6503,219.664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50980,Mooriary,Mooriary,6522,302.208,37,0,1325,0,0,1,0,4,4,0,0,3,0,0,0,0,0,7,0
SSC50981,Moorine Rock,Moorine Rock,6425,697.5242,49,0,725,0,1541,0.5,1218,2.3,6,8,9,8,23,14,10,3,0,81,0
SSC50982,Morangup,Morangup,6083,203.089,46,1893,614,305,1625,0.7,1381,2.5,106,94,41,92,138,136,93,25,4,729,8.1
SSC50983,Morawa,Morawa,6623,190.5053,40,621,540,192,1390,0.7,1092,2.1,105,118,55,63,68,83,47,47,10,596,6.3
SSC50984,Morbinning,Morbinning,6304,149.2815,55,2050,725,0,2249,0.4,1249,1.5,0,0,3,0,3,6,3,5,0,20,0
SSC50985,Mordalup,Mordalup,6258,320.4244,50,0,474,0,1187,0.6,450,1,3,3,0,0,4,0,6,3,0,19,0
SSC50986,Moresby,Moresby (WA),6530,25.8596,43,2167,805,350,2051,0.7,1921,2.8,167,106,52,111,159,111,78,31,4,819,5.2
SSC50987,Morgantown,Morgantown,6701,1.4579,38,1496,677,200,1488,0.8,1166,2.2,145,107,123,98,114,84,52,49,7,779,8.2
SSC50988,Morley,Morley,6062,10.4991,37,1900,625,380,1568,0.8,1383,2.6,3436,2677,3643,2844,2651,2297,1980,1210,396,21134,8.7
SSC50989,Mornington,Mornington (WA),6221,236.7742,32,0,462,0,1375,1,1562,2,16,3,5,7,9,5,3,6,0,54,0
SSC50990,Mosman Park,Mosman Park (WA),6012,4.3472,40,2700,894,320,2887,0.8,1864,2.4,1491,1123,1157,1029,1258,1000,857,453,193,8561,6.1
SSC50991,Moulyinning,Moulyinning,6351,222.0622,33,0,725,0,1562,0.5,1375,2.5,16,0,8,11,3,5,0,3,0,46,0
SSC50992,Mount Adams,Mount Adams,6525,317.7814,52,0,575,0,1649,0.8,899,3,0,0,0,3,3,3,0,0,0,9,27.3
SSC50993,Mount Anketell,Mount Anketell,6714,219.8488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50994,Mount Barker,Mount Barker (WA),6324,489.7554,45,1200,534,210,1254,0.8,1004,2.4,496,290,242,315,372,416,312,174,76,2693,6.3
SSC50995,Mount Budd,Mount Budd,6522,152.9089,28,0,437,168,0,1,0,5,7,0,0,6,0,0,0,0,0,13,0
SSC50996,Mount Burges,Mount Burges,6429,3266.8052,21,0,417,165,725,1.3,634,2.8,35,14,18,4,17,3,3,4,0,98,40.5
SSC50997,Mount Caroline,Mount Caroline,6410,92.9583,34,0,575,0,0,0,824,0,0,0,3,3,3,0,0,0,0,9,0
SSC50998,Mount Claremont,Mount Claremont,6010,4.428,44,3000,814,475,3292,0.8,2138,2.7,897,645,293,520,681,612,474,296,136,4554,5.7
SSC50999,Mount Clarence,Mount Clarence,6330,2.5198,43,1918,636,277,1795,0.7,1172,2,131,102,56,50,89,97,73,42,22,662,4.8
SSC51000,Mount Elphinstone,Mount Elphinstone,6330,2.513,47,1733,450,280,1125,0.7,982,2.6,18,19,4,10,13,23,16,5,0,108,0
SSC51001,Mount Erin,Mount Erin,6532,85.7982,23,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0
SSC51002,Mount Hampton,Mount Hampton,6426,901.7412,52,0,774,0,1458,0.4,1292,2.7,4,0,3,3,3,3,5,0,0,21,0
SSC51003,Mount Hardey,Mount Hardey,6302,77.693,51,2000,521,255,1850,0.7,1375,2.4,28,12,15,11,38,40,23,11,4,182,6.5
SSC51004,Mount Hardman,Mount Hardman,6765,9012.4854,24,0,379,100,1096,1.3,1366,4.2,149,73,79,61,45,36,25,4,0,472,28.2
SSC51005,Mount Hawthorn,Mount Hawthorn,6016,2.4425,36,2500,1066,425,2874,0.9,2344,2.6,1739,719,1040,1295,1120,756,398,186,101,7354,5.7
SSC51006,Mount Helena,Mount Helena,6082,29.0926,40,2100,693,375,1977,0.8,1772,2.8,659,381,324,400,467,432,278,104,27,3072,7.7
SSC51007,Mount Hill,Mount Hill,6528,43.3222,48,1367,524,0,949,1.2,1292,2.4,7,4,0,6,12,6,9,3,0,47,0
SSC51008,Mount Holland,Mount Holland,6426,1469.503,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,6,0
SSC51009,Mount Horner,Mount Horner,6525,258.3451,31,0,900,0,1458,1.2,1416,4.1,11,4,7,3,3,4,4,0,0,36,0
SSC51010,Mount Jackson,Mount Jackson,6426,6328.5925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51011,Mount Lawley,Mount Lawley,6050,4.3434,36,2167,932,370,2555,0.8,1893,2.3,1496,1541,2188,1496,1394,1272,849,433,352,11021,6
SSC51012,Mount Lindesay,Mount Lindesay (WA),6333,267.2823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51013,Mount Madden,Mount Madden,6356,594.9594,37,0,1166,0,1125,0.4,1374,2.4,10,0,3,9,6,5,0,0,0,33,0
SSC51014,Mount Magnet,Mount Magnet,6638,261.3284,41,433,528,149,1399,0.8,1101,2.4,94,52,102,83,105,108,104,19,0,667,12
SSC51015,Mount Melville,Mount Melville,6330,2.854,43,1517,677,294,1613,0.7,1274,2.2,158,131,128,126,147,172,107,47,27,1043,7.2
SSC51016,Mount Nasura,Mount Nasura,6112,2.7863,43,1800,669,340,1771,0.7,1593,2.6,477,387,334,332,458,488,315,205,80,3076,7.6
SSC51017,Mount Ney,Mount Ney,6447,1018.979,44,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0
SSC51018,Mount Observation,Mount Observation (WA),6302,135.8903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51019,Mount Palmer,Mount Palmer,6426,1662.8525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51020,Mount Pleasant,Mount Pleasant (WA),6153,2.7817,42,2600,926,450,2697,0.7,2180,2.6,1050,858,777,809,965,875,668,357,171,6530,6.2
SSC51021,Mount Richon,Mount Richon,6112,2.1232,49,1990,624,350,1595,0.7,1223,2.3,273,195,187,173,281,309,281,157,57,1913,7.5
SSC51022,Mount Romance,Mount Romance,6333,305.6767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51023,Mount Sheila,Mount Sheila,6751,5080.2714,37,0,2404,0,0,0,0,0,0,93,854,705,609,322,30,0,0,2613,0.4
SSC51024,Mount Sheridan,Mount Sheridan (WA),6355,830.2129,48,0,860,0,1125,0.7,1124,2.4,4,3,8,7,3,13,0,3,0,41,0
SSC51025,Mount Stirling,Mount Stirling,6383,207.6643,42,0,824,0,1375,1,1312,2.5,3,0,3,3,3,6,3,0,0,21,0
SSC51026,Mount Tarcoola,Mount Tarcoola,6530,2.1223,37,1800,745,310,1839,0.7,1621,2.6,675,374,403,397,461,381,238,134,34,3097,7.6
SSC51027,Mount Walker,Mount Walker (WA),6369,661.7116,33,0,837,0,1812,0.6,1624,2.1,14,6,9,0,13,9,7,0,0,58,0
SSC51028,Mount Wells,Mount Wells,6390,233.3461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51029,Mouroubra,Mouroubra,6472,1311.2428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51030,Muchea,Muchea,6501,215.9524,43,2167,625,315,1862,0.8,1671,2.8,169,118,86,121,164,137,87,37,7,926,6.8
SSC51031,Muckenburra,Muckenburra,6503,74.9379,48,1842,606,150,1775,0.6,1583,2.6,22,25,25,16,22,23,20,5,6,164,5.4
SSC51032,Mueller Ranges,Mueller Ranges,6770,30820.4287,25,0,293,50,725,1.1,725,3.6,119,83,77,45,57,34,55,9,0,479,30.4
SSC51033,Muja,Muja,6225,57.1238,41,0,949,0,0,0.2,1875,1,3,0,0,4,3,8,0,0,0,18,0
SSC51034,Mukinbudin,Mukinbudin,6479,227.6518,42,607,625,120,1514,0.8,1222,2.4,77,17,52,36,42,55,33,25,5,342,1.9
SSC51035,Mulataga,Mulataga,6714,15.344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51036,Mulga Downs,Mulga Downs,6751,3439.4455,35,0,2171,0,0,0,1699,2,9,19,94,87,76,28,4,0,0,317,0
SSC51037,Mullaloo,Mullaloo,6027,3.0607,40,2167,809,460,2279,0.7,2068,2.9,1276,721,512,873,929,725,502,196,52,5786,6.4
SSC51038,Mullalyup,Mullalyup,6252,87.8886,51,1645,396,200,767,0.7,682,2.2,17,13,14,11,33,33,19,8,3,151,9
SSC51039,Mullewa,Mullewa,6630,415.3483,42,634,599,125,1262,0.9,937,2.3,119,39,51,45,77,72,73,27,8,511,9.3
SSC51040,Mullingar,Mullingar,6430,56.4146,35,1900,900,290,2326,0.8,2050,2.7,64,37,44,39,50,43,17,4,5,303,6.4
SSC51041,Muluckine,Muluckine,6401,66.7429,42,1213,488,200,1187,0.8,1055,2.5,49,21,43,42,39,36,34,9,0,273,0
SSC51042,Mumballup,Mumballup,6225,39.9758,53,2000,550,0,1666,0.7,1583,2.3,11,5,3,4,15,25,12,3,3,81,0
SSC51043,Mumberkine,Mumberkine,6401,140.1441,48,933,762,0,1833,0.7,1792,2.8,16,7,3,8,16,5,3,3,0,61,0
SSC51044,Mundabullangana,Mundabullangana,6721,2531.8461,42,0,774,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0
SSC51045,Mundaring,Mundaring,6073,31.6307,47,2000,635,346,1843,0.7,1387,2.5,495,332,215,325,473,421,373,219,111,2964,5.1
SSC51046,Mundijong,Mundijong,6123,18.3688,39,2000,637,350,1598,0.8,1507,2.8,244,172,129,155,190,150,95,45,18,1198,9.3
SSC51047,Mundrabilla,Mundrabilla,6443,6268.2839,41,0,849,0,0,0,962,1,3,6,9,7,10,17,14,4,0,70,0
SSC51048,Mungalup,Mungalup,6225,73.4385,48,1430,700,0,2750,0.8,2583,2.6,8,6,0,8,14,9,0,0,0,45,0
SSC51049,Munglinup,Munglinup,6450,3048.8367,41,468,817,50,2036,0.6,1333,2.1,28,12,15,20,33,13,12,5,3,141,4.8
SSC51050,Munster,Munster,6166,9.9286,37,2167,773,400,2151,0.7,1892,2.8,869,528,612,667,644,479,301,182,43,4325,5.7
SSC51051,Muntadgin,Muntadgin,6420,261.9685,43,0,724,0,2374,0.5,1375,2,6,3,7,11,5,5,4,4,0,45,0
SSC51052,Muradup,Muradup,6394,172.8713,49,0,656,165,1321,0.7,1218,2.3,21,8,12,12,14,18,21,5,3,114,0
SSC51053,Murchison,Murchison (WA),6630,23446.4445,46,0,762,0,1958,0.5,1656,2.2,3,8,15,14,21,35,18,9,0,123,0
SSC51054,Murdoch,Murdoch,6150,4.2631,44,2002,479,480,1719,0.7,1392,2.6,315,907,557,323,339,486,537,539,403,4406,12.8
SSC51055,Murdong,Murdong,6317,78.0352,35,0,725,0,2750,0.5,2249,3,7,3,4,5,3,3,0,0,0,25,0
SSC51056,Muresk,Muresk,6401,30.5363,22,0,483,0,0,0,0,0,8,33,4,3,9,4,3,0,0,64,17.6
SSC51057,Myalup,Myalup,6220,183.8617,50,1820,643,255,1562,0.7,1333,2.3,53,24,33,45,54,63,44,30,3,349,6.6
SSC51058,Myara,Myara,6207,39.9477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51059,Myaree,Myaree,6154,1.4162,42,2200,708,400,2142,0.7,1377,2.3,370,192,209,262,249,170,145,178,131,1906,4.4
SSC51060,Myrup,Myrup,6450,147.2584,47,1733,746,165,1764,0.8,1553,2.5,84,54,21,56,98,84,64,21,4,486,2.2
SSC51061,Nabawa,Nabawa,6532,96.6976,49,692,656,180,1312,0.8,1213,2.3,24,12,13,15,19,17,21,12,0,133,0
SSC51062,Nairibin,Nairibin,6350,146.8813,56,0,537,0,1124,0,1124,2,0,0,0,4,3,7,3,0,0,17,27.3
SSC51063,Nalkain,Nalkain,6485,75.2393,40,0,450,0,0,0.3,1125,1,3,0,0,3,0,6,0,0,0,12,0
SSC51064,Nalyerlup,Nalyerlup,6338,291.2603,30,0,1541,0,3999,0.5,2499,2,5,0,5,3,3,3,0,0,0,19,0
SSC51065,Namban,Namban,6512,290.6877,41,0,474,0,899,0.6,900,2.5,11,0,4,5,6,6,0,0,0,32,0
SSC51066,Nambeelup,Nambeelup,6207,105.4529,38,2234,621,180,2036,0.8,1625,2.7,62,45,28,45,47,50,17,5,0,299,8
SSC51067,Nambung,Nambung,6521,575.5892,47,0,267,0,474,0.8,574,1.7,3,3,0,4,6,0,8,7,3,34,0
SSC51068,Nanarup,Nanarup,6330,72.8656,51,0,478,150,1708,0.8,1124,2,3,3,0,4,3,3,4,7,0,27,0
SSC51069,Nanga,Nanga,6537,1803.2012,58,0,487,0,0,1,374,1,3,0,4,3,8,24,28,7,0,77,0
SSC51070,Nanga Brook,Nanga Brook,6215,262.3051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51071,Nangeenan,Nangeenan,6414,184.6471,51,0,758,150,1625,0.9,1781,2.5,13,3,5,8,12,12,17,0,0,70,0
SSC51072,Nangetty,Nangetty,6522,400.6099,40,0,1125,0,0,0.8,1375,2.2,3,0,3,3,0,0,0,0,0,9,0
SSC51073,Nannup,Nannup,6275,245.1508,52,1300,495,175,1223,0.8,964,2.2,150,58,57,100,134,193,155,58,18,923,4.6
SSC51074,Nanson,Nanson,6532,76.7058,46,1733,522,0,1375,0.9,1218,2.6,23,3,6,11,25,20,18,7,0,113,0
SSC51075,Nanutarra,Nanutarra,6751,14056.8675,38,0,1625,0,2250,0.8,1124,2.3,8,25,66,50,46,47,36,9,0,287,0
SSC51076,Napier,Napier,6330,263.8799,50,1430,578,100,1468,0.7,1268,2.4,40,35,13,24,53,52,34,16,4,271,2
SSC51077,Naraling,Naraling,6532,114.1702,55,0,1125,0,2374,0.5,2374,2,3,0,0,0,0,8,0,0,0,11,0
SSC51078,Narembeen,Narembeen,6369,0.9269,49,655,712,138,1625,0.7,1141,2.2,76,30,64,39,48,78,50,49,21,455,4.7
SSC51079,Narngulu,Narngulu,6532,25.1927,33,1800,669,0,1124,0.8,974,2.4,8,73,133,95,42,23,12,7,0,393,18.2
SSC51080,Narra Tarra,Narra Tarra,6532,98.1828,45,2167,840,0,2125,0.9,1916,2.9,19,4,3,6,14,14,5,4,0,69,0
SSC51081,Narraloggan,Narraloggan,6302,136.8207,47,0,833,0,1874,0.5,1374,1.8,4,0,0,5,12,0,4,0,0,25,0
SSC51082,Narrikup,Narrikup,6326,543.5276,46,1300,589,87,1444,0.8,1201,2.5,83,48,45,51,85,77,69,17,5,480,6.9
SSC51083,Narrogin,Narrogin,6312,13.1274,39,1192,615,220,1485,0.7,1181,2.3,903,567,491,426,513,572,392,248,130,4242,5.7
SSC51084,Narrogin Valley,Narrogin Valley,6312,100.0676,44,1950,933,0,2083,0.7,2041,3,27,11,4,11,29,12,17,6,0,117,0
SSC51085,Naturaliste,Naturaliste,6281,55.3848,45,2438,928,310,1875,0.7,2250,3.4,21,4,11,17,27,21,24,3,0,128,0
SSC51086,Naval Base,Naval Base,6165,5.0279,49,0,675,350,1524,0,1125,2,0,0,4,0,8,7,3,0,0,22,0
SSC51087,Neale,Neale,6440,45895.6989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51088,Nedlands,Nedlands,6009,5.3244,40,3160,919,500,3304,0.8,2422,2.7,1898,1593,1062,1209,1455,1390,1200,671,469,10947,6.1
SSC51089,Needilup,Needilup,6336,845.341,32,0,1013,0,2250,0.6,1625,2.7,34,7,27,15,14,15,3,0,0,115,0
SSC51090,Neendaling,Neendaling,6353,242.3547,39,0,875,50,1874,1,1374,2.5,8,0,4,4,3,0,0,0,0,19,0
SSC51091,Neerabup,Neerabup,6031,29.9657,40,2100,710,400,1843,0.7,1812,2.9,28,5,9,24,6,10,19,3,4,108,6.8
SSC51092,Neergabby,Neergabby,6503,112.1934,42,1700,646,100,1604,0.8,1578,2.8,29,38,29,23,46,24,19,13,0,221,0
SSC51093,Nembudding,Nembudding,6485,146.237,45,0,1625,0,0,0,0,2,5,0,0,4,9,0,0,0,0,18,0
SSC51094,Neridup,Neridup,6450,859.3417,30,0,1125,0,1937,1,1671,3,52,10,9,26,15,11,3,0,0,126,4.2
SSC51095,Nerramyne,Nerramyne,6630,1298.6956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51096,Nerren Nerren,Nerren Nerren,6532,2336.9685,71,0,0,0,0,0,0,0,6,0,5,4,3,7,8,4,0,37,0
SSC51097,New Norcia,New Norcia,6509,146.7355,51,0,599,100,1437,0.6,1124,1.7,10,3,7,23,26,20,16,16,0,121,0
SSC51098,Newcarlbeon,Newcarlbeon,6475,365.5602,40,0,762,0,2499,0.5,1375,2,7,0,0,8,0,4,3,3,0,25,0
SSC51099,Newdegate,Newdegate,6355,297.6055,35,433,830,152,1728,0.6,1292,2,33,12,24,21,23,24,19,3,0,159,0
SSC51100,Newlands,Newlands (WA),6251,27.8164,47,1517,603,100,1406,0.6,1125,2.3,19,9,10,16,23,31,14,0,0,122,4.4
SSC51101,Newman,Newman,6753,28095.4685,33,433,1729,110,2806,0.9,2502,2.9,1282,982,3454,2793,2321,1283,176,26,3,12320,4.2
SSC51102,Ngaanyatjarra-Giles,Ngaanyatjarra-Giles,NOT FOUND,62789.6382,29,0,287,50,702,1.3,911,4,265,157,190,144,118,101,50,17,0,1042,24.6
SSC51103,Nickol,Nickol,6714,2.9651,29,2500,1397,180,3376,0.9,3116,3.1,1426,510,911,870,541,271,94,22,8,4653,5.6
SSC51104,Nilgen,Nilgen,6044,253.7382,54,1509,446,200,966,0.7,833,2,23,14,10,19,40,48,42,16,4,216,8.9
SSC51105,Nillup,Nillup,6288,36.9275,46,0,697,213,1625,0.7,1374,2.1,15,6,3,7,10,6,9,0,0,56,0
SSC51106,Ningaloo,Ningaloo,6701,509.2417,54,0,383,0,0,1,749,1.5,14,0,19,14,10,61,69,3,0,190,0
SSC51107,Nippering,Nippering,6350,83.6464,40,0,550,0,1187,0,1125,0,4,0,0,3,3,3,3,0,0,16,0
SSC51108,Nirimba,Nirimba,6208,76.3053,38,1794,634,250,966,0.9,1125,2.3,17,14,8,3,9,13,7,0,0,71,0
SSC51109,Noggerup,Noggerup,6225,192.9699,47,1239,624,0,1937,0.6,1625,1.8,10,4,5,11,15,13,10,0,0,68,8.1
SSC51110,Nokaning,Nokaning,6415,233.5499,42,0,1224,0,2583,0.9,2562,2.8,18,3,3,10,14,6,0,7,0,61,0
SSC51111,Nolba,Nolba,6532,218.5723,32,0,933,0,1875,0.6,1875,2,5,0,4,0,6,3,0,0,0,18,0
SSC51112,Nollamara,Nollamara,6061,3.734,32,1893,700,365,1585,0.8,1389,2.3,1818,1274,3287,1736,1057,957,614,459,161,11363,9.1
SSC51113,Nomans Lake,Nomans Lake,6312,177.7603,35,0,860,0,1812,0.7,1812,2,12,0,4,4,3,8,9,0,0,40,0
SSC51114,Noranda,Noranda,6062,4.9416,44,1950,636,368,1796,0.7,1542,2.7,1248,980,888,886,1015,1222,956,477,174,7846,7.6
SSC51115,Nornalup,Nornalup,6333,47.0829,60,834,450,0,1437,0.7,900,1.7,3,3,0,3,9,26,16,3,0,63,9.4
SSC51116,Norpa,Norpa,6415,209.2537,54,0,850,0,1875,0,1875,2.4,3,0,3,0,0,3,0,0,0,9,0
SSC51117,Norseman,Norseman,6443,14290.1641,48,604,490,140,1140,0.7,776,1.9,103,38,76,43,108,115,114,32,4,633,11.6
SSC51118,North Baandee,North Baandee,6412,298.6992,48,0,1166,0,2124,0.5,1625,2,8,0,3,5,10,3,7,0,0,36,0
SSC51119,North Bannister,North Bannister,6390,884.3653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51120,North Beach,North Beach (WA),6020,2.142,43,2485,867,350,2341,0.7,1727,2.3,596,306,389,447,451,455,394,176,66,3280,5.7
SSC51121,North Bodallin,North Bodallin,6424,429.5443,35,0,710,0,1312,0.5,1125,2,3,0,3,4,4,7,3,0,0,24,0
SSC51122,North Boyanup,North Boyanup,6237,38.2294,44,2400,657,290,1946,0.9,1857,3,74,46,26,34,54,61,42,7,5,349,5.9
SSC51123,North Burngup,North Burngup,6353,378.9492,31,0,762,0,0,0.3,1074,2.5,6,0,0,0,4,0,0,0,0,10,0
SSC51124,North Cascade,North Cascade,6445,6914.0251,51,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,6,0
SSC51125,North Coogee,North Coogee,6163,2.7739,41,2860,1166,500,3089,0.9,2485,2.5,346,243,370,333,411,336,202,58,11,2310,5.2
SSC51126,North Dandalup,North Dandalup,6207,91.0122,42,2163,637,250,1971,0.8,1687,2.7,134,64,65,99,98,99,84,20,8,671,6.5
SSC51127,North Eradu,North Eradu,6532,206.2766,34,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,0,12,0
SSC51128,North Fremantle,North Fremantle,6159,3.3362,45,2538,1123,478,2980,0.8,2173,2.1,398,293,498,390,462,485,441,194,61,3222,5.6
SSC51129,North Greenbushes,North Greenbushes,6254,19.4639,50,1355,455,0,1125,0.8,1156,2.7,17,11,5,9,21,21,15,6,0,105,6.4
SSC51130,North Jindong,North Jindong,6280,19.0633,40,2050,1078,0,2100,0.9,2049,2.6,22,9,4,14,14,7,3,3,3,79,8.3
SSC51131,North Kellerberrin,North Kellerberrin,6410,297.0075,34,0,1281,0,2624,0.8,2624,3.4,7,3,6,3,3,3,0,3,0,28,0
SSC51132,North Kukerin,North Kukerin,6352,319.8673,37,1083,1023,0,2083,0.8,1874,2.8,26,3,13,15,8,14,7,0,0,86,0
SSC51133,North Kununoppin,North Kununoppin,6489,331.0418,47,0,550,0,1499,0.8,1499,3,9,0,0,3,6,3,0,3,0,24,0
SSC51134,North Lake,North Lake,6163,2.2897,39,2000,737,450,2335,0.7,2069,2.9,212,205,145,154,228,185,87,46,12,1274,6.8
SSC51135,North Lake Grace,North Lake Grace,6353,269.3822,44,0,687,0,0,0.8,0,3.1,4,5,0,3,4,4,3,0,0,23,0
